in_ptr,in_v1,in_v2,in_v3,in_v4,in_v5,in_v6,in_v7,in_v8,in_v9,in_v10,in_v11,in_v12,in_v13,in_v14,in_v15,in_v16,out_ptr,out_v1,out_v2,out_v3,out_v4,out_v5,out_v6,out_v7,out_v8,out_v9,out_v10,out_v11,out_v12,out_v13,out_v14,out_v15,out_v16
12,72,14,36,64,15,84,24,62,44,92,77,44,0,0,0,0,11,72,14,36,64,15,84,24,62,44,92,77,0,0,0,0,0
6,52,43,37,78,60,56,0,0,0,0,0,0,0,0,0,0,5,52,43,37,78,60,0,0,0,0,0,0,0,0,0,0,0
7,19,14,12,26,1,11,45,0,0,0,0,0,0,0,0,0,6,19,14,12,26,1,11,0,0,0,0,0,0,0,0,0,0
7,90,70,85,94,49,4,8,0,0,0,0,0,0,0,0,0,6,90,70,85,94,49,4,0,0,0,0,0,0,0,0,0,0
12,28,12,55,8,46,49,87,15,61,67,40,35,0,0,0,0,11,28,12,55,8,46,49,87,15,61,67,40,0,0,0,0,0
11,47,42,41,79,76,17,24,8,3,77,66,0,0,0,0,0,10,47,42,41,79,76,17,24,8,3,77,0,0,0,0,0,0
12,74,4,26,49,65,76,29,84,29,15,20,99,0,0,0,0,11,74,4,26,49,65,76,29,84,29,15,20,0,0,0,0,0
5,46,70,49,81,38,0,0,0,0,0,0,0,0,0,0,0,4,46,70,49,81,0,0,0,0,0,0,0,0,0,0,0,0
1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,64,42,88,74,16,2,48,39,60,15,95,48,95,57,17,9,15,64,42,88,74,16,2,48,39,60,15,95,48,95,57,17,0
9,84,27,78,24,20,2,18,42,97,0,0,0,0,0,0,0,8,84,27,78,24,20,2,18,42,0,0,0,0,0,0,0,0
14,99,43,13,7,66,26,91,58,28,42,91,66,23,84,0,0,13,99,43,13,7,66,26,91,58,28,42,91,66,23,0,0,0
14,61,86,33,69,49,69,38,85,36,73,29,77,63,94,0,0,13,61,86,33,69,49,69,38,85,36,73,29,77,63,0,0,0
6,21,16,29,15,28,31,0,0,0,0,0,0,0,0,0,0,5,21,16,29,15,28,0,0,0,0,0,0,0,0,0,0,0
6,38,28,27,30,71,38,0,0,0,0,0,0,0,0,0,0,5,38,28,27,30,71,0,0,0,0,0,0,0,0,0,0,0
7,77,39,98,55,93,89,48,0,0,0,0,0,0,0,0,0,6,77,39,98,55,93,89,0,0,0,0,0,0,0,0,0,0
3,31,95,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,83,9,31,65,99,0,0,0,0,0,0,0,0,0,0,0,4,83,9,31,65,0,0,0,0,0,0,0,0,0,0,0,0
2,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,80,8,11,62,17,56,0,0,0,0,0,0,0,0,0,6,18,80,8,11,62,17,0,0,0,0,0,0,0,0,0,0
9,44,49,12,2,14,9,20,11,19,0,0,0,0,0,0,0,8,44,49,12,2,14,9,20,11,0,0,0,0,0,0,0,0
10,69,73,12,40,50,7,4,30,14,80,0,0,0,0,0,0,9,69,73,12,40,50,7,4,30,14,0,0,0,0,0,0,0
10,6,85,29,72,82,84,90,61,56,27,0,0,0,0,0,0,9,6,85,29,72,82,84,90,61,56,0,0,0,0,0,0,0
9,85,46,6,51,54,27,57,37,53,0,0,0,0,0,0,0,8,85,46,6,51,54,27,57,37,0,0,0,0,0,0,0,0
2,53,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,22,7,22,30,21,88,58,90,72,49,41,80,36,66,76,0,14,22,7,22,30,21,88,58,90,72,49,41,80,36,66,0,0
14,61,60,20,38,44,70,23,90,24,5,20,44,79,89,0,0,13,61,60,20,38,44,70,23,90,24,5,20,44,79,0,0,0
16,37,80,38,8,10,71,4,46,66,24,33,20,63,46,89,52,15,37,80,38,8,10,71,4,46,66,24,33,20,63,46,89,0
15,52,44,24,22,95,93,6,43,72,31,65,36,64,93,67,0,14,52,44,24,22,95,93,6,43,72,31,65,36,64,93,0,0
12,6,20,64,87,16,28,26,84,66,59,92,92,0,0,0,0,11,6,20,64,87,16,28,26,84,66,59,92,0,0,0,0,0
2,90,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,46,22,78,97,63,20,13,3,72,46,7,0,0,0,0,0,10,46,22,78,97,63,20,13,3,72,46,0,0,0,0,0,0
2,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,71,33,71,85,68,16,1,15,62,8,45,0,0,0,0,0,10,71,33,71,85,68,16,1,15,62,8,0,0,0,0,0,0
12,9,32,23,54,92,12,99,44,78,12,91,63,0,0,0,0,11,9,32,23,54,92,12,99,44,78,12,91,0,0,0,0,0
14,60,4,15,48,82,8,29,17,26,38,75,6,50,93,0,0,13,60,4,15,48,82,8,29,17,26,38,75,6,50,0,0,0
3,57,66,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,60,14,26,1,70,19,0,0,0,0,0,0,0,0,0,0,5,60,14,26,1,70,0,0,0,0,0,0,0,0,0,0,0
4,100,27,88,42,0,0,0,0,0,0,0,0,0,0,0,0,3,100,27,88,0,0,0,0,0,0,0,0,0,0,0,0,0
11,97,49,75,10,15,31,63,9,29,60,27,0,0,0,0,0,10,97,49,75,10,15,31,63,9,29,60,0,0,0,0,0,0
2,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,85,75,99,40,28,24,43,7,46,0,0,0,0,0,0,0,8,85,75,99,40,28,24,43,7,0,0,0,0,0,0,0,0
1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,35,21,12,80,97,39,100,37,26,13,99,100,48,0,0,13,10,35,21,12,80,97,39,100,37,26,13,99,100,0,0,0
16,12,4,31,88,86,64,69,42,69,52,50,23,15,29,49,46,15,12,4,31,88,86,64,69,42,69,52,50,23,15,29,49,0
16,40,46,81,21,99,26,65,90,12,53,52,3,28,18,56,15,15,40,46,81,21,99,26,65,90,12,53,52,3,28,18,56,0
7,38,8,55,85,82,76,82,0,0,0,0,0,0,0,0,0,6,38,8,55,85,82,76,0,0,0,0,0,0,0,0,0,0
3,31,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,78,24,3,64,40,78,34,42,73,71,19,0,0,0,0,0,10,78,24,3,64,40,78,34,42,73,71,0,0,0,0,0,0
5,92,85,80,68,50,0,0,0,0,0,0,0,0,0,0,0,4,92,85,80,68,0,0,0,0,0,0,0,0,0,0,0,0
14,85,97,45,6,73,23,36,48,59,97,74,44,5,58,0,0,13,85,97,45,6,73,23,36,48,59,97,74,44,5,0,0,0
2,68,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,54,82,50,88,21,43,0,0,0,0,0,0,0,0,0,0,5,54,82,50,88,21,0,0,0,0,0,0,0,0,0,0,0
2,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,21,100,69,94,74,31,53,71,16,82,68,95,20,15,0,0,13,21,100,69,94,74,31,53,71,16,82,68,95,20,0,0,0
11,46,92,44,29,68,70,72,6,75,5,5,0,0,0,0,0,10,46,92,44,29,68,70,72,6,75,5,0,0,0,0,0,0
9,50,74,78,31,44,19,93,19,52,0,0,0,0,0,0,0,8,50,74,78,31,44,19,93,19,0,0,0,0,0,0,0,0
12,58,7,85,33,86,93,97,17,34,18,78,5,0,0,0,0,11,58,7,85,33,86,93,97,17,34,18,78,0,0,0,0,0
13,95,12,53,28,22,76,84,53,75,99,60,68,26,0,0,0,12,95,12,53,28,22,76,84,53,75,99,60,68,0,0,0,0
12,85,22,3,15,97,25,2,53,99,48,93,33,0,0,0,0,11,85,22,3,15,97,25,2,53,99,48,93,0,0,0,0,0
2,63,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,57,35,38,15,77,91,9,0,0,0,0,0,0,0,0,0,6,57,35,38,15,77,91,0,0,0,0,0,0,0,0,0,0
6,15,85,53,23,68,29,0,0,0,0,0,0,0,0,0,0,5,15,85,53,23,68,0,0,0,0,0,0,0,0,0,0,0
4,88,55,39,58,0,0,0,0,0,0,0,0,0,0,0,0,3,88,55,39,0,0,0,0,0,0,0,0,0,0,0,0,0
5,55,73,98,19,2,0,0,0,0,0,0,0,0,0,0,0,4,55,73,98,19,0,0,0,0,0,0,0,0,0,0,0,0
9,93,23,18,2,42,40,51,67,10,0,0,0,0,0,0,0,8,93,23,18,2,42,40,51,67,0,0,0,0,0,0,0,0
11,62,13,99,25,13,68,24,9,54,18,38,0,0,0,0,0,10,62,13,99,25,13,68,24,9,54,18,0,0,0,0,0,0
10,54,32,84,77,84,77,15,39,55,39,0,0,0,0,0,0,9,54,32,84,77,84,77,15,39,55,0,0,0,0,0,0,0
4,20,19,90,24,0,0,0,0,0,0,0,0,0,0,0,0,3,20,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0
12,51,75,67,76,31,22,68,82,98,2,49,30,0,0,0,0,11,51,75,67,76,31,22,68,82,98,2,49,0,0,0,0,0
16,43,26,28,1,58,48,13,15,55,29,10,38,92,71,40,95,15,43,26,28,1,58,48,13,15,55,29,10,38,92,71,40,0
8,96,6,98,72,56,38,90,45,0,0,0,0,0,0,0,0,7,96,6,98,72,56,38,90,0,0,0,0,0,0,0,0,0
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,93,28,56,14,67,17,4,91,98,54,89,89,30,0,0,0,12,93,28,56,14,67,17,4,91,98,54,89,89,0,0,0,0
5,39,6,78,44,17,0,0,0,0,0,0,0,0,0,0,0,4,39,6,78,44,0,0,0,0,0,0,0,0,0,0,0,0
11,13,43,68,46,68,61,16,36,64,50,25,0,0,0,0,0,10,13,43,68,46,68,61,16,36,64,50,0,0,0,0,0,0
8,88,96,72,15,96,77,39,21,0,0,0,0,0,0,0,0,7,88,96,72,15,96,77,39,0,0,0,0,0,0,0,0,0
13,35,73,41,64,51,55,12,23,100,99,33,44,95,0,0,0,12,35,73,41,64,51,55,12,23,100,99,33,44,0,0,0,0
6,28,25,66,53,35,89,0,0,0,0,0,0,0,0,0,0,5,28,25,66,53,35,0,0,0,0,0,0,0,0,0,0,0
11,1,89,75,50,29,31,89,57,57,61,25,0,0,0,0,0,10,1,89,75,50,29,31,89,57,57,61,0,0,0,0,0,0
5,24,35,17,66,16,0,0,0,0,0,0,0,0,0,0,0,4,24,35,17,66,0,0,0,0,0,0,0,0,0,0,0,0
10,74,48,79,68,33,17,58,91,93,15,0,0,0,0,0,0,9,74,48,79,68,33,17,58,91,93,0,0,0,0,0,0,0
3,53,98,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,68,7,98,37,24,40,0,0,0,0,0,0,0,0,0,0,5,68,7,98,37,24,0,0,0,0,0,0,0,0,0,0,0
11,16,48,78,27,69,78,79,58,23,92,31,0,0,0,0,0,10,16,48,78,27,69,78,79,58,23,92,0,0,0,0,0,0
8,52,20,34,94,4,83,21,81,0,0,0,0,0,0,0,0,7,52,20,34,94,4,83,21,0,0,0,0,0,0,0,0,0
15,66,34,35,31,9,75,79,13,53,43,59,63,26,58,21,0,14,66,34,35,31,9,75,79,13,53,43,59,63,26,58,0,0
13,62,44,47,90,66,84,20,43,98,17,9,45,3,0,0,0,12,62,44,47,90,66,84,20,43,98,17,9,45,0,0,0,0
11,8,32,10,31,24,49,20,48,39,48,10,0,0,0,0,0,10,8,32,10,31,24,49,20,48,39,48,0,0,0,0,0,0
9,41,51,50,10,14,13,7,66,78,0,0,0,0,0,0,0,8,41,51,50,10,14,13,7,66,0,0,0,0,0,0,0,0
11,19,54,32,68,15,40,18,68,8,100,77,0,0,0,0,0,10,19,54,32,68,15,40,18,68,8,100,0,0,0,0,0,0
12,29,60,5,34,48,58,44,32,27,38,47,38,0,0,0,0,11,29,60,5,34,48,58,44,32,27,38,47,0,0,0,0,0
12,89,30,12,66,59,74,22,35,20,32,87,18,0,0,0,0,11,89,30,12,66,59,74,22,35,20,32,87,0,0,0,0,0
4,6,78,58,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,78,58,0,0,0,0,0,0,0,0,0,0,0,0,0
16,59,32,58,62,23,82,12,83,31,69,96,73,6,50,12,57,15,59,32,58,62,23,82,12,83,31,69,96,73,6,50,12,0
16,89,93,60,46,100,32,56,16,7,38,80,93,8,20,35,9,15,89,93,60,46,100,32,56,16,7,38,80,93,8,20,35,0
7,63,98,87,62,95,56,46,0,0,0,0,0,0,0,0,0,6,63,98,87,62,95,56,0,0,0,0,0,0,0,0,0,0
8,36,24,27,71,98,71,8,22,0,0,0,0,0,0,0,0,7,36,24,27,71,98,71,8,0,0,0,0,0,0,0,0,0
10,15,47,32,70,24,30,26,38,96,31,0,0,0,0,0,0,9,15,47,32,70,24,30,26,38,96,0,0,0,0,0,0,0
10,94,82,26,62,4,17,70,3,78,76,0,0,0,0,0,0,9,94,82,26,62,4,17,70,3,78,0,0,0,0,0,0,0
12,68,1,11,59,18,93,11,42,48,4,59,93,0,0,0,0,11,68,1,11,59,18,93,11,42,48,4,59,0,0,0,0,0
1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,83,71,17,79,99,43,71,0,0,0,0,0,0,0,0,0,6,83,71,17,79,99,43,0,0,0,0,0,0,0,0,0,0
16,45,42,49,80,48,2,34,25,100,90,22,27,60,47,25,91,15,45,42,49,80,48,2,34,25,100,90,22,27,60,47,25,0
4,55,61,61,40,0,0,0,0,0,0,0,0,0,0,0,0,3,55,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0
5,58,19,45,15,94,0,0,0,0,0,0,0,0,0,0,0,4,58,19,45,15,0,0,0,0,0,0,0,0,0,0,0,0
15,86,80,8,38,39,25,26,18,90,95,58,71,2,96,61,0,14,86,80,8,38,39,25,26,18,90,95,58,71,2,96,0,0
1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,34,3,23,28,32,85,82,40,90,32,16,0,0,0,0,11,15,34,3,23,28,32,85,82,40,90,32,0,0,0,0,0
11,48,62,41,56,32,68,35,39,67,87,41,0,0,0,0,0,10,48,62,41,56,32,68,35,39,67,87,0,0,0,0,0,0
10,48,80,74,9,47,74,42,91,15,10,0,0,0,0,0,0,9,48,80,74,9,47,74,42,91,15,0,0,0,0,0,0,0
4,21,49,31,72,0,0,0,0,0,0,0,0,0,0,0,0,3,21,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,6,40,23,55,86,10,92,46,59,0,0,0,0,0,0,9,5,6,40,23,55,86,10,92,46,0,0,0,0,0,0,0
2,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,85,16,75,58,0,0,0,0,0,0,0,0,0,0,0,0,3,85,16,75,0,0,0,0,0,0,0,0,0,0,0,0,0
14,70,92,72,48,76,43,87,27,19,99,75,46,8,80,0,0,13,70,92,72,48,76,43,87,27,19,99,75,46,8,0,0,0
5,46,62,27,43,49,0,0,0,0,0,0,0,0,0,0,0,4,46,62,27,43,0,0,0,0,0,0,0,0,0,0,0,0
11,13,22,89,30,84,55,63,9,48,44,67,0,0,0,0,0,10,13,22,89,30,84,55,63,9,48,44,0,0,0,0,0,0
9,58,38,56,82,3,68,98,72,11,0,0,0,0,0,0,0,8,58,38,56,82,3,68,98,72,0,0,0,0,0,0,0,0
15,20,49,11,34,58,64,34,22,47,22,61,19,13,55,40,0,14,20,49,11,34,58,64,34,22,47,22,61,19,13,55,0,0
12,46,56,38,21,33,35,95,32,98,6,21,70,0,0,0,0,11,46,56,38,21,33,35,95,32,98,6,21,0,0,0,0,0
11,99,8,69,54,57,50,21,4,17,75,16,0,0,0,0,0,10,99,8,69,54,57,50,21,4,17,75,0,0,0,0,0,0
9,16,87,19,84,12,11,28,3,43,0,0,0,0,0,0,0,8,16,87,19,84,12,11,28,3,0,0,0,0,0,0,0,0
14,46,36,51,57,47,84,8,50,65,29,36,54,1,31,0,0,13,46,36,51,57,47,84,8,50,65,29,36,54,1,0,0,0
8,57,74,16,69,43,89,39,54,0,0,0,0,0,0,0,0,7,57,74,16,69,43,89,39,0,0,0,0,0,0,0,0,0
11,22,14,42,50,13,65,98,33,20,91,40,0,0,0,0,0,10,22,14,42,50,13,65,98,33,20,91,0,0,0,0,0,0
10,74,88,75,46,29,48,63,14,33,32,0,0,0,0,0,0,9,74,88,75,46,29,48,63,14,33,0,0,0,0,0,0,0
8,52,20,67,64,25,39,80,7,0,0,0,0,0,0,0,0,7,52,20,67,64,25,39,80,0,0,0,0,0,0,0,0,0
15,15,99,7,20,66,78,6,41,48,94,18,27,33,91,64,0,14,15,99,7,20,66,78,6,41,48,94,18,27,33,91,0,0
5,61,96,27,47,15,0,0,0,0,0,0,0,0,0,0,0,4,61,96,27,47,0,0,0,0,0,0,0,0,0,0,0,0
14,97,67,92,64,58,22,76,70,72,63,79,87,80,37,0,0,13,97,67,92,64,58,22,76,70,72,63,79,87,80,0,0,0
10,52,54,67,93,61,73,62,80,64,2,0,0,0,0,0,0,9,52,54,67,93,61,73,62,80,64,0,0,0,0,0,0,0
1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,54,81,54,85,23,41,82,26,47,29,0,0,0,0,0,0,9,54,81,54,85,23,41,82,26,47,0,0,0,0,0,0,0
16,4,97,28,42,35,22,94,69,99,59,15,17,81,17,98,72,15,4,97,28,42,35,22,94,69,99,59,15,17,81,17,98,0
8,98,39,64,84,39,25,70,73,0,0,0,0,0,0,0,0,7,98,39,64,84,39,25,70,0,0,0,0,0,0,0,0,0
2,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,79,74,52,47,89,62,52,73,15,94,79,80,77,81,50,60,15,79,74,52,47,89,62,52,73,15,94,79,80,77,81,50,0
9,42,96,99,7,86,7,48,46,38,0,0,0,0,0,0,0,8,42,96,99,7,86,7,48,46,0,0,0,0,0,0,0,0
11,88,87,82,60,90,66,70,96,71,92,100,0,0,0,0,0,10,88,87,82,60,90,66,70,96,71,92,0,0,0,0,0,0
14,19,53,45,13,19,35,97,9,4,92,26,72,4,14,0,0,13,19,53,45,13,19,35,97,9,4,92,26,72,4,0,0,0
5,79,17,71,97,3,0,0,0,0,0,0,0,0,0,0,0,4,79,17,71,97,0,0,0,0,0,0,0,0,0,0,0,0
11,21,1,39,20,92,24,45,55,51,76,100,0,0,0,0,0,10,21,1,39,20,92,24,45,55,51,76,0,0,0,0,0,0
14,78,32,10,80,6,91,49,28,71,59,64,89,34,66,0,0,13,78,32,10,80,6,91,49,28,71,59,64,89,34,0,0,0
6,71,82,37,83,90,85,0,0,0,0,0,0,0,0,0,0,5,71,82,37,83,90,0,0,0,0,0,0,0,0,0,0,0
8,92,55,61,1,46,52,74,56,0,0,0,0,0,0,0,0,7,92,55,61,1,46,52,74,0,0,0,0,0,0,0,0,0
12,64,64,51,38,26,37,35,49,48,87,93,65,0,0,0,0,11,64,64,51,38,26,37,35,49,48,87,93,0,0,0,0,0
13,60,31,20,54,43,27,76,9,60,61,79,33,6,0,0,0,12,60,31,20,54,43,27,76,9,60,61,79,33,0,0,0,0
16,84,61,40,29,48,52,22,48,58,42,48,16,92,68,73,2,15,84,61,40,29,48,52,22,48,58,42,48,16,92,68,73,0
9,89,27,54,46,63,91,54,15,51,0,0,0,0,0,0,0,8,89,27,54,46,63,91,54,15,0,0,0,0,0,0,0,0
5,71,96,21,65,66,0,0,0,0,0,0,0,0,0,0,0,4,71,96,21,65,0,0,0,0,0,0,0,0,0,0,0,0
10,19,74,79,47,30,71,50,5,63,72,0,0,0,0,0,0,9,19,74,79,47,30,71,50,5,63,0,0,0,0,0,0,0
16,79,37,83,8,56,41,96,100,36,52,96,14,95,29,85,17,15,79,37,83,8,56,41,96,100,36,52,96,14,95,29,85,0
4,47,87,89,12,0,0,0,0,0,0,0,0,0,0,0,0,3,47,87,89,0,0,0,0,0,0,0,0,0,0,0,0,0
3,43,70,58,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,57,38,43,90,0,0,0,0,0,0,0,0,0,0,0,0,3,57,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0
1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,97,30,7,45,3,83,25,16,11,55,64,60,58,80,0,0,13,97,30,7,45,3,83,25,16,11,55,64,60,58,0,0,0
1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,52,20,29,54,28,34,39,76,35,54,0,0,0,0,0,0,9,52,20,29,54,28,34,39,76,35,0,0,0,0,0,0,0
4,3,26,96,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,96,0,0,0,0,0,0,0,0,0,0,0,0,0
14,19,26,51,97,71,81,100,95,32,7,79,87,93,13,0,0,13,19,26,51,97,71,81,100,95,32,7,79,87,93,0,0,0
4,77,65,64,52,0,0,0,0,0,0,0,0,0,0,0,0,3,77,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,83,72,20,58,0,0,0,0,0,0,0,0,0,0,0,0,3,83,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0
12,65,84,58,71,99,88,9,93,89,48,52,5,0,0,0,0,11,65,84,58,71,99,88,9,93,89,48,52,0,0,0,0,0
13,87,60,43,92,12,98,60,5,68,83,34,63,32,0,0,0,12,87,60,43,92,12,98,60,5,68,83,34,63,0,0,0,0
8,54,43,34,20,97,30,82,53,0,0,0,0,0,0,0,0,7,54,43,34,20,97,30,82,0,0,0,0,0,0,0,0,0
2,91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76,63,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3,76,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,45,46,80,29,26,68,46,4,71,0,0,0,0,0,0,9,22,45,46,80,29,26,68,46,4,0,0,0,0,0,0,0
7,46,40,59,52,8,81,72,0,0,0,0,0,0,0,0,0,6,46,40,59,52,8,81,0,0,0,0,0,0,0,0,0,0
14,20,63,25,82,23,9,50,69,82,13,4,86,29,61,0,0,13,20,63,25,82,23,9,50,69,82,13,4,86,29,0,0,0
10,69,99,29,7,69,85,40,12,25,97,0,0,0,0,0,0,9,69,99,29,7,69,85,40,12,25,0,0,0,0,0,0,0
7,22,31,88,71,30,84,87,0,0,0,0,0,0,0,0,0,6,22,31,88,71,30,84,0,0,0,0,0,0,0,0,0,0
8,5,77,69,46,90,98,78,8,0,0,0,0,0,0,0,0,7,5,77,69,46,90,98,78,0,0,0,0,0,0,0,0,0
5,66,21,93,21,18,0,0,0,0,0,0,0,0,0,0,0,4,66,21,93,21,0,0,0,0,0,0,0,0,0,0,0,0
6,64,98,79,91,7,73,0,0,0,0,0,0,0,0,0,0,5,64,98,79,91,7,0,0,0,0,0,0,0,0,0,0,0
10,45,57,72,20,67,55,39,33,73,52,0,0,0,0,0,0,9,45,57,72,20,67,55,39,33,73,0,0,0,0,0,0,0
13,90,79,91,100,27,37,43,73,48,57,91,41,88,0,0,0,12,90,79,91,100,27,37,43,73,48,57,91,41,0,0,0,0
15,12,76,72,50,100,36,96,76,69,98,29,50,15,53,62,0,14,12,76,72,50,100,36,96,76,69,98,29,50,15,53,0,0
14,99,49,12,84,93,62,24,76,44,23,9,38,86,14,0,0,13,99,49,12,84,93,62,24,76,44,23,9,38,86,0,0,0
5,46,19,68,85,86,0,0,0,0,0,0,0,0,0,0,0,4,46,19,68,85,0,0,0,0,0,0,0,0,0,0,0,0
15,83,15,22,45,68,3,26,34,11,45,38,31,30,73,65,0,14,83,15,22,45,68,3,26,34,11,45,38,31,30,73,0,0
10,30,98,12,20,49,54,71,6,89,65,0,0,0,0,0,0,9,30,98,12,20,49,54,71,6,89,0,0,0,0,0,0,0
14,38,59,82,29,73,48,84,89,53,81,15,42,40,53,0,0,13,38,59,82,29,73,48,84,89,53,81,15,42,40,0,0,0
10,66,25,59,72,34,61,62,64,28,23,0,0,0,0,0,0,9,66,25,59,72,34,61,62,64,28,0,0,0,0,0,0,0
4,17,82,83,55,0,0,0,0,0,0,0,0,0,0,0,0,3,17,82,83,0,0,0,0,0,0,0,0,0,0,0,0,0
9,86,100,32,39,17,100,13,72,91,0,0,0,0,0,0,0,8,86,100,32,39,17,100,13,72,0,0,0,0,0,0,0,0
7,65,59,16,65,79,67,25,0,0,0,0,0,0,0,0,0,6,65,59,16,65,79,67,0,0,0,0,0,0,0,0,0,0
15,5,4,71,51,88,75,17,36,15,15,33,25,70,75,36,0,14,5,4,71,51,88,75,17,36,15,15,33,25,70,75,0,0
11,68,20,19,30,40,34,31,13,21,92,69,0,0,0,0,0,10,68,20,19,30,40,34,31,13,21,92,0,0,0,0,0,0
11,61,73,39,66,4,46,83,41,71,2,70,0,0,0,0,0,10,61,73,39,66,4,46,83,41,71,2,0,0,0,0,0,0
1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,52,8,96,48,0,0,0,0,0,0,0,0,0,0,0,4,29,52,8,96,0,0,0,0,0,0,0,0,0,0,0,0
4,18,41,95,30,0,0,0,0,0,0,0,0,0,0,0,0,3,18,41,95,0,0,0,0,0,0,0,0,0,0,0,0,0
12,43,37,92,61,34,97,77,67,63,61,69,59,0,0,0,0,11,43,37,92,61,34,97,77,67,63,61,69,0,0,0,0,0
15,67,67,30,37,51,15,99,44,22,1,7,75,52,89,43,0,14,67,67,30,37,51,15,99,44,22,1,7,75,52,89,0,0
